"Norme/Schema";"Identifiant unique/UUID";"Titre/Title";"Description";"Provenance/Lineage";"Parent";"Catégorie/Category";"Mot-clé/Keyword";"Date de publication/Date submitted";"Fréquence de mise à jour/Update frequency";"Couverture territoriale/Geo Box";"Type";"Organisation/Responsible Party";"Licence/Legal constraints"
"iso19139";"36a1056c-a454-40ad-b4c1-668e08037f7a";"Températures de surface Métropole de Lyon - Avril 2011 (nuit)";"Température de surface pouvant être cartographiée par un dégradé de couleurs représentant les zones chaudes/froides (cf. aperçu). Donnée raster monocanal. Image satellite prise le 30 avril 2011. Un pixel représente 30 m terrain ; la donnée source Landsat 7 a un pixel de 60 m.Mise en garde d'utilisation : la température de surface n’est pas la température de l’air. On ne peut donc pas obtenir, à partir de cette donnée, une carte de la température de l’air et donc des Ilots de Chaleur mais bien une carte des surfaces les plus chaudes vues du ciel. Ainsi, en zone dense on aura principalement la température des toits, quand les rues sont plus larges on aura aussi la température des voiries ou des sols, dans tous les cas l’impact des façades ne sera pas visible.";"Données des capteurs thermiques du satellite Landsat 7 (résolution 60 m) le 30 avril 2011 à 21h15 UTC (23h15 heure locale), corrigées des effets atmosphériques, topographiques et de l’émissivité.";"";"Conditions atmosphériques";"Conditions atmosphériques,Usage des sols,Ortho-imagerie,données ouvertes";"";"notPlanned";"4.681,5.067,45.55,45.92";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"3a66c033-c457-4e28-b5b0-def345443a9e";"Orthophotographie 2012 du Grand Lyon - Dalle 1850_5170_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.92682,4.99263,45.71374,45.75761";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"281c840d-8d43-4c86-877a-aafb46dc5482";"Habillage topographique (Habillage - Fond de plan)";"Habillage topographique";"Typage des détails d'habillages linéaires et surfaciques de la base Fond de plan actuelleMise à jour :En fonction des couches, à partirDe l'ortho (ou des clichés)D'informations externes obtenues via conventions d'échange de données";"5259a891-7e9c-4ae7-be6c-5fe9ec268e18";"Occupation des terres";"Occupation des terres,Usage des sols,données ouvertes";"2013-11-07 2012-03-31";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"3939483d-2261-4e03-83ec-23f9683f8cb7";"Plan d'eau de détail (Habillage - Fond de plan)";"Plan d'eau de détail (Surfacique) :Rivières autres que la Saône, ruisseaux, étangs, mares, en complément des plans d'eau importants.";"Typage des détails d'habillages linéaires et surfaciques de la base Fond de plan actuelleReprise des données en provenance des autres bases (Voies ferrées)Données externes : informations complémentaires à obtenir auprès de nos partenaires (VNF pour les plans d'eau) Mise à jour :En fonction des couches, à partirDe l'ortho (ou des clichés)D'informations externes obtenues via conventions d'échange de données";"5259a891-7e9c-4ae7-be6c-5fe9ec268e18";"Occupation des terres";"Occupation des terres,Usage des sols,données ouvertes";"2014-10-21 2012-03-31";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"3aebd839-0e11-426e-8a2a-e91460f99db1";"Ilot directionnel du Grand Lyon (Habillage - Fond de plan)";"Îlot directionnel";"Typage des détails d'habillages linéaires et surfaciques de la base Fond de plan actuelleMise à jour :En fonction des couches, à partirDe l'ortho (ou des clichés)D'informations externes obtenues via conventions d'échange de données";"5259a891-7e9c-4ae7-be6c-5fe9ec268e18";"Usage des sols";"Usage des sols,Occupation des terres,données ouvertes";"2013-11-07 2012-03-31";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"0a652bc3-69e6-4b44-842e-e08b4a41267c";"PDMIPR - Sentiers de randonnée";"Maillage des chemins inscrits au PDMIPR et faisant l'objet d'une valorisation par le Grand Lyon et le Département du Rhône (balisage, équipement signalétique, documents de promotion)";"sources des données : Grand Lyon, Département du Rhône";"0ccade8f-4eec-4b32-a5c9-42d7402be74b";"sport";"sport,sentier de randonnée,sentier pedestre,patrimoine culturel,paysage,environnement,patrimoine naturel,sentier,Systèmes de maillage géographique,activité de plein air,données ouvertes";"2016-06-01";"asNeeded";"4.681,5.067,45.55,45.94";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"09c9a81c-dd9f-490f-8f1f-72da61206c9e";"PDMIPR - Mobilier signalétique";"localisation des implantations de mobilier signalétique du PDMIPR  (panneaux d'entrée, carrefours, panneaux de consignes divers, etc.)";"sources des données : Grand Lyon, Département du Rhône";"0ccade8f-4eec-4b32-a5c9-42d7402be74b";"environnement";"environnement,paysage,patrimoine naturel,sentier pedestre,sentier,patrimoine culturel,sport,sentier de randonnée,Services d'utilité publique et services publics,activité de plein air,données ouvertes";"2016-06-01";"irregular";"4.681,5.067,45.55,45.94";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"c9c17497-3ce1-4747-9095-770097af1300";"Recouvrement légal affichages libres de la Ville de Chassieu (1km)";"Recouvrement légal pour accéder aux panneaux d'affichages libres (associations, politiques, manifestations,...)";"Source : Ville de Chassieu -- Année --.-- Généalogie du jeu de données --";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,signalétique,communication,vie publique,données ouvertes";"";"annually";"4.932,4.994,45.719,45.753";"dataset";"Ville de Chassieu";"Licence Ouverte";
"iso19139";"0283eaec-d505-4a4d-ac63-7e2b588bf8fd";"Lieux remarquables de la ville de Chassieu";"Lieux culturels et remarquables sur la commune de Chassieu. Divers sites sont répertoriés tels que des peintures, des sculptures urbaines, etc...";"Source : Ville de Chassieu -- 2016 --.-- Service Archives- Service systèmes d'information --";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,données ouvertes,Culture";"2016-08-05";"annually";"4.932,4.994,45.719,45.753";"dataset";"Ville de Chassieu";"Licence Ouverte";
"iso19139";"eb78990f-e94c-4eb7-8a3f-190ce42b1c64";"Image du relief du Grand Lyon 2015 (pixel de 10 m)";"Le Modèle Numérique de Terrain au format Raster TIFF a été généré à partir des données brutes : lignes de ruptures de pentes et pointscotés au sol. La taille des pixels est de 10 m.";"Restitution effectuée suite à la campagne de prise de vues réalisée en mai 2015.";"";"Altitude";"Altitude,données ouvertes";"2017-08-16 2015-05-15";"irregular";"4.681,5.16,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"116e733b-b964-4dda-bff8-51bdcf30c6d9";"Lignes de Navly - navette électrique Confluence";"Navly, ligne de navette autonome, électrique et sans conducteur au sud du quartier de la Confluence, le long de la Saône.";"Saisie libre par l'unité Données de référence";"";"Réseaux de transport";"Réseaux de transport,Services d'utilité publique et services publics,données ouvertes";"2017-01-26";"annually";"4.802579026532244,4.838971238446306,45.72799608763381,45.774231658076644";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"8b892a17-4b57-4cdc-b64a-5370c67bd25e";"Lignes du Vaporetto - navette fluviale Saône";"Le Vaporetto, ligne de navette fluviale, permet de faire la liaison entre le quartier historique du Vieux-Lyon et le quartier de la Confluence.";"Saisie libre par l'unité Données de référence";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,Réseaux de transport,données ouvertes";"2017-03-02";"annually";"4.802579026532244,4.838971238446306,45.72799608763381,45.774231658076644";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"068e978f-3134-4295-8c47-da6a434bd19d";"Points d’arret du Vaporetto - navette fluviale Saône";"Arrêts du Vaporetto : Quai de Bondy (Gare Saint-Paul) - Quai des Célestins - Pôle de Loisirs Confluence, quai Riboud (Place Nautique)";"Saisie libre par l'unité Données de référence";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,Réseaux de transport,données ouvertes";"2017-01-26";"annually";"4.802579026532244,4.838971238446306,45.72799608763381,45.774231658076644";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"f4e1cd7d-1d06-4dd8-bc0b-0438d08bb69f";"Points d’arret de Navly - navette électrique Confluence";"Arrêts de Navly : Charlemagne - Passerelle - Salins - Sucrière - Magellan";"Saisie libre par l'unité Données de référence";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,Réseaux de transport,données ouvertes";"2017-01-26";"annually";"4.802579026532244,4.838971238446306,45.72799608763381,45.774231658076644";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"174132f9-7a6d-4045-8c92-45db8fbb06d9";"Correspondance Commune - Circonscription 2017 de la Métropole de Lyon et du Rhône";"Limites des communes de la Métropole de Lyon et du département du Rhône et correspondance avec les 14 circonscriptions législatives 2017 et les cantons.";"Circonscriptions issues des données mises à jour en 2017 et publiées par le ministère de l’intérieur :(cf : Liste des circonscriptions sur data.gouv : https://www.data.gouv.fr/fr/datasets/circonscriptions-legislatives-table-de-correspondance-des-communes-et-des-cantons-pour-les-elections-legislatives-de-2012-et-sa-mise-a-jour-pour-les-elections-legislatives-2017/ )La géométrie des objets est issue de la base de données géographiques \"Voies et Adresses\" de la Métropole de Lyon : - limites des circonscriptions constituées à partir des limites de bureaux de votes (issues des arrêtés en cours de validité au 1er janvier 2017)- limites des arrondissements de Lyon et des communes de la métropole (issues des plans cadastraux à jour au 1er avril 2017)- limites des communes du Rhône (issues du RGE®).";"";"Unités administratives";"Unités administratives,données ouvertes";"2017-06-08";"asNeeded";"4.280738281250002,5.132178710937502,45.445897386413236,46.31395236264339";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"1b31ab07-ebaa-4232-8c32-f80a5595190f";"Point de distribution du magazine de la Métropole de Lyon";"Lieu de mise à disposition du magazine de la Métropole de Lyon, le Met', sur le territoire de la Métropole.";"Collecte et vérification de la donnée sur le terrain.";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,information du public,données ouvertes";"2016-02-17";"weekly";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction de l'Information et de la Communication (DCOM)";"Licence Ouverte";
"iso19139";"a1f448dc-93e1-468c-914f-c7bfea3389ce";"Quartier des communes de la Métropole de Lyon";"Les quartiers de proximité sont les territoires où s'exerce la démocratie des conseils de quartier définis par la loi relative à la démocratie de proximité de février 2002 (dite “ loi Vaillant ”).";"Les lieux (surfaces ou points) sont décomposés par thèmes et sous-thèmes à partir des lieux surfaciques et ponctuels de la base \"Lieux et édifices\"Des mises à jour sont assurées par des campagnes régulière de vérification.La précision de localisation ne peut excéder celle du cadastre numérisé sur lequel sont saisies ces données. Les contours des lieux peuvent ne pas correspondre exactement à l'emprise des entités réelles sur le terrain.Les périmètres des quartiers de proximité ont été fournis par les communes par des schémas ou des listes d'adresses et de rues incluses dans ces périmètres.";"32b2024e-1bba-44e2-8eab-6b4fa6f361da";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,Bâtiments,données ouvertes";"";"monthly";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"c95b4ea8-3ccd-4c30-ae24-071dbb1da400";"Périmètre des Maisons de la Métropole de Lyon";"Ensemble des communes ou parties de communes et arrondissements relevant de la compétence d’une Maison de la Métropole principale. Le territoire de la Métropole est géré par 33 Maisons de la Métropole principales.";"Les périmètres de MDM ont été fournis par la base de données géographique du département du Rhône.";"";"Unités administratives";"Unités administratives,Services d'utilité publique et services publics,données ouvertes";"2015-11-02";"weekly";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Développement Solidaire et Habitat Education (DSHE)";"Licence Ouverte";
"iso19139";"8ecf0b8b-6b66-4369-a5d4-13d316e3353d";"Territoire de la Métropole de Lyon";"Objet surfacique représentant le territoire global de la Métropole de Lyon. La superficie totale des 59 communes est de 538 km².";"Eclatement de la couche des lieux surfaciques de la Métropole de Lyon, selon le sous-thème Métropole.";"a87a4b44-3098-46f1-b987-520e5d082aab";"Bâtiments";"Bâtiments,Services d'utilité publique et services publics,données ouvertes,contour administratif";"2017-04-17";"monthly";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d29c1f24-f1e2-4490-a57d-93a06d195a89";"Evaluation des émissions atmosphériques d'oxydes d'azote par secteur d'activité et par commune de la région Auvergne-Rhône-Alpes en 2015";"Estimation des émissions atmosphériques d'oxydes d'azote par secteur d'activité (SECTEN 1) et par commune en vigueur en 2017 sur la région Auvergne-Rhône-Alpes pour l'année 2015.";"Version ESPACE AuRA V2017Les valeurs d'émissions de polluants atmosphériques ont été calculées conformément :- au guide méthodologique pour l'élaboration des inventaires territoriaux des émissions atmosphériques réalisé par le Pôle de Coordination national sur les Inventaires d'émissions Territoriaux- au référentiel français OMINEA élaboré par le CITEPA. Elles sont mises à jour annuellement. Les communes manquantes correspondent à une valeur d'émissions confidentielle. Il s'agit :  - soit des communes dont les émissions totales sont constituées uniquement des émissions de 2 établissements ou moins dont les données sont confidentielles,  - soit des communes dont plus de 85% des émissions totales sont issues d'un seul établissement dont les données d'émissions sont confidentielles.";"";"Conditions atmosphériques";"Conditions atmosphériques,source d'émission,émission atmosphérique,polluant atmosphérique,registre des émissions,Oxydes d'azotes,open data,données ouvertes,AIR CLIMAT - QUALITE POLLUTION";"2017-04-01 2017-08-30";"annually";"2.045,7.16,44.127,46.807";"dataset";"ATMO Auvergne-Rhône-Alpes,ATMO Auvergne-Rhône-Alpes";"Utilisation libre sous réserve de mentionner la source (a minima le nom du producteur) et la date de sa dernière mise à jour";
"iso19139";"13f5214b-c003-4f77-8ebf-340fcc91f598";"Evaluation des émissions de polluants atmosphériques totales des communes de la région Auvergne-Rhône-Alpes en 2015";"Estimation des émissions annuelles totales des principaux polluants atmosphériques (PM10 - NOx équivalent NO2 - SOx équivalent SO2 - PM2,5 - COVNM - NH3) par commune sur la région Auvergne-Rhône-Alpes pour l'année 2015 en tonnes.";"Version ESPACE AuRA V2017Les valeurs d'émissions de polluants atmosphériques ont été calculées conformément :- au guide méthodologique pour l'élaboration des inventaires territoriaux des émissions atmosphériques réalisé par le Pôle de Coordination national sur les Inventaires d'émissions Territoriaux- au référentiel français OMINEA élaboré par le CITEPA. Elles sont mises à jour annuellement. La valeur -999 correspond à une valeur d'émissions confidentielle. Il s'agit :  - soit des communes dont les émissions totales sont constituées uniquement des émissions de 2 établissements ou moins dont les données sont confidentielles,  - soit des communes dont plus de 85% des émissions totales sont issues d'un seul établissement dont les données d'émissions sont confidentielles.\"";"";"Conditions atmosphériques";"Conditions atmosphériques,source d'émission,émission atmosphérique,gaz à effet de serre,polluant atmosphérique,registre des émissions,oxydes d'azote,dioxyde de soufre,Hydrocarbures non méthaniques,Ammoniac,particules PM10,particules PM2.5,open data,données ouvertes,AIR CLIMAT - QUALITE POLLUTION";"2017-04-01 2017-08-30";"annually";"2.045,7.16,44.127,46.807";"dataset";"ATMO Auvergne-Rhône-Alpes";"Utilisation libre sous réserve de mentionner la source (a minima le nom du producteur) et la date de sa dernière mise à jour";
